Country,"Afghanistan, Islamic Republic of",Albania,Algeria,Angola,Anguilla,Antigua and Barbuda,Argentina,"Armenia, Republic of",Aruba,Australia,Austria,"Azerbaijan, Republic of","Bahamas, The","Bahrain, Kingdom of",Bangladesh,Barbados,Belarus,Belgium,Belgium-Luxembourg,Belize,Benin,Bermuda,Bhutan,Bolivia,Bosnia and Herzegovina,Botswana,Brazil,Brunei Darussalam,Bulgaria,Burkina Faso,Burundi,Cabo Verde,Cambodia,Cameroon,Canada,Cayman Islands,Central African Republic,Chad,Chile,"China, P.R.: Hong Kong","China, P.R.: Macao","China, P.R.: Mainland",Colombia,Comoros,"Congo, Democratic Republic of","Congo, Republic of",Costa Rica,C?te d'Ivoire,Croatia,Cuba,Cura?ao,Cura?ao and Sint Maarten,Cyprus,Czech Republic,Czechoslovakia,Denmark,Djibouti,Dominica,Dominican Republic,Eastern Germany,Ecuador,Egypt,El Salvador,Equatorial Guinea,Eritrea,Estonia,"Eswatini, Kingdom of",Ethiopia,Euro Area,Faroe Islands,Fiji,Finland,France,French Territories: French Polynesia,French Territories: New Caledonia,Gabon,"Gambia, The",Georgia,Germany,Ghana,Gibraltar,Greece,Greenland,Grenada,Guadeloupe,Guatemala,Guernsey,"Guiana, French",Guinea,Guinea-Bissau,Guyana,Haiti,Honduras,Hungary,Iceland,India,Indonesia,"Iran, Islamic Republic of",Iraq,Ireland,Isle of Man,Israel,Italy,Jamaica,Japan,Jersey,Jordan,Kazakhstan,Kenya,Kiribati,"Korea, Republic of","Kosovo, Republic of",Kuwait,Kyrgyz Republic,Lao People's Democratic Republic,Latvia,Lebanon,Lesotho,Liberia,Libya,Lithuania,Luxembourg,Madagascar,Malawi,Malaysia,Maldives,Mali,Malta,Martinique,Mauritania,Mauritius,Mexico,"Micronesia, Federated States of",Moldova,Mongolia,Montenegro,Montserrat,Morocco,Mozambique,Myanmar,Namibia,Nauru,Nepal,Netherlands,Netherlands Antilles,New Zealand,Nicaragua,Niger,Nigeria,"North Macedonia, Republic of",Norway,Oman,Pakistan,Palau,Panama,Papua New Guinea,Paraguay,Peru,Philippines,Poland,Portugal,Qatar,Reunion,Romania,Russian Federation,Rwanda,Saint Pierre and Miquelon,Samoa,San Marino,S?o Tom¨¦ and Pr¨ªncipe,Saudi Arabia,Senegal,"Serbia, Republic of",Seychelles,Sierra Leone,Singapore,Sint Maarten,Slovak Republic,Slovenia,Solomon Islands,Somalia,South Africa,South Sudan,Spain,Sri Lanka,St. Kitts and Nevis,St. Lucia,St. Vincent and the Grenadines,Sudan,Suriname,Sweden,Switzerland,Syrian Arab Republic,Taiwan Province of China,Tajikistan,Tanzania,Thailand,"Timor-Leste, Dem. Rep. of",Togo,Tonga,Trinidad and Tobago,Tunisia,Turkey,Turkmenistan,U.S.S.R.,Uganda,Ukraine,United Arab Emirates,United Kingdom,United States,Uruguay,Uzbekistan,Vanuatu,"Venezuela, Republica Bolivariana de",Vietnam,Yemen Arab Rep.,"Yemen, P.D. Rep.","Yemen, Republic of","Yugoslavia, SFR",Zambia,Zimbabwe,Central African Economic and Monetary Community,Eastern Caribbean Currency Union (ECCU),West African Economic and Monetary Union (WAEMU)
1994M09,38.81,84.87,39.31,0.00,2.70,2.70,1.00,339.38,1.79,1.35,10.92,0.28,1.00,0.38,40.25,2.00,0.00,31.97,31.97,2.00,530.63,1.00,31.37,4.68,...,2.72,0.87,1.49,0.06,530.63,245.78,78.48,"2,590.00",530.63,1.35,0.83,530.63,530.63,414.87,7.73,7.96,8.54,830.06,397.97,0.02,530.63,159.34,530.63,5.73,...,...,...,0.47,27.98,...,6.11,177.72,2.70,12.79,...,"2,261.73",3.39,8.75,530.63,5.55,12.41,3.56,5.55,...,6.11,1.44,4.97,5.31,96.48,96.48,530.63,9.49,...,1.55,0.10,0.64,236.10,6.11,2.70,5.31,5.80,0.64,5.31,976.25,530.63,141.25,17.80,...,108.28,67.91,31.37,"2,178.77","1,748.71","2,002.39",0.65,0.64,3.02,"1,567.42",33.21,98.81,0.64,0.70,47.04,51.66,1.35,800.73,...,0.30,10.60,719.00,0.55,"1,668.31",3.56,46.44,0.36,4.00,31.97,746.01,8.51,2.56,11.90,530.63,0.37,5.31,12.39,17.53,3.40,1.00,4.21,414.27,...,2.70,8.91,6.40,5.87,3.56,1.35,49.49,1.74,1.79,1.66,6.88,530.63,22.00,40.11,6.80,0.38,30.65,...,1.00,1.03,"1,913.86",2.26,25.91,2.31,158.08,3.64,5.31,0.17,...,137.58,5.31,2.53,"1,567.42",0.82,3.75,530.63,...,4.95,593.44,1.49,...,31.25,124.39,3.31,...,3.56,...,128.72,49.52,2.70,2.70,2.70,0.39,0.19,7.54,1.29,11.23,26.20,0.03,521.63,24.98,1.00,530.63,1.30,5.96,0.98,0.03,10.00,...,920.79,0.25,3.67,0.64,1.00,5.54,14.20,114.65,0.17,"10,997.00",...,...,12.01,...,0.67,0.01,530.63,2.70,530.63
1994Q4,38.81,91.01,41.79,0.00,2.70,2.70,1.00,393.99,1.79,1.32,10.88,0.76,1.00,0.38,40.25,2.00,0.00,31.77,31.77,2.00,530.51,1.00,31.38,4.68,...,2.71,0.85,1.47,0.06,530.51,245.30,80.32,"2,625.67",530.51,1.37,0.83,530.51,530.51,409.30,7.73,7.96,8.51,832.97,397.88,0.03,530.51,162.68,530.51,5.65,...,...,...,0.47,27.88,...,6.05,177.72,2.70,12.87,...,"2,292.48",3.39,8.76,530.51,5.84,12.38,3.54,5.83,...,6.05,1.42,4.75,5.31,96.46,96.46,530.51,9.49,...,1.54,0.10,0.63,237.68,6.05,2.70,5.31,5.69,0.63,5.31,978.42,530.51,142.50,14.00,...,109.38,67.81,31.38,"2,190.15","1,749.79","2,002.39",0.64,0.63,3.02,"1,589.20",33.20,98.83,0.63,0.70,51.02,43.69,1.32,795.66,...,0.30,10.63,719.00,0.55,"1,656.99",3.54,46.44,0.43,4.00,31.77,749.01,14.42,2.56,11.78,530.51,0.37,5.31,12.42,17.69,3.60,1.00,4.25,413.45,...,2.70,8.89,6.55,5.86,3.54,1.32,49.66,1.73,1.79,1.61,7.01,530.51,22.00,40.27,6.73,0.38,30.69,...,1.00,1.16,"1,920.54",2.19,24.60,2.37,157.94,3.64,5.31,0.18,...,137.31,5.31,2.49,"1,589.20",0.93,3.75,530.51,...,4.93,601.29,1.47,...,31.14,125.06,3.33,...,3.54,...,129.02,49.48,2.70,2.70,2.70,0.40,0.34,7.38,1.30,11.23,26.23,0.04,524.59,25.01,1.00,530.51,1.28,5.93,0.98,0.04,53.33,...,923.22,0.83,3.67,0.63,1.00,5.54,22.97,113.45,0.17,"11,023.33",...,...,12.01,...,0.67,0.01,530.51,2.70,530.51
1994M10,38.81,86.93,40.86,0.00,2.70,2.70,1.00,362.93,1.79,1.35,10.71,...,1.00,0.38,40.25,2.00,0.00,31.29,31.29,2.00,520.59,1.00,31.37,4.67,...,2.70,0.85,1.48,0.06,520.59,242.65,79.15,"2,648.00",520.59,1.35,0.83,520.59,520.59,412.21,7.73,7.96,8.53,839.54,390.44,0.02,520.59,160.92,520.59,5.60,...,...,...,0.47,27.64,...,5.95,177.72,2.70,12.87,...,"2,278.14",3.39,8.76,520.59,5.60,12.17,3.54,5.60,...,5.95,1.44,4.68,5.21,94.65,94.65,520.59,9.47,...,1.52,0.10,0.62,233.09,5.95,2.70,5.21,5.78,0.62,5.21,975.70,520.59,142.50,13.94,...,107.51,67.10,31.37,"2,184.05","1,748.63","2,002.39",0.63,0.62,3.02,"1,548.84",33.20,98.42,0.62,0.69,48.62,42.38,1.35,798.79,...,0.30,10.63,719.00,0.54,"1,663.21",3.54,46.44,0.43,4.00,31.29,732.63,12.29,2.56,11.81,520.59,0.36,5.21,12.24,17.34,3.42,1.00,4.23,411.33,...,2.70,8.77,6.47,5.82,3.54,1.35,49.61,1.70,1.79,1.64,6.95,520.59,22.00,39.43,6.62,0.38,30.65,...,1.00,1.15,"1,918.71",2.24,25.39,2.32,155.28,3.64,5.21,0.18,...,136.33,5.21,2.52,"1,548.84",0.82,3.75,520.59,...,4.90,592.45,1.48,...,30.89,122.58,3.33,...,3.54,...,126.27,49.38,2.70,2.70,2.70,0.39,0.24,7.27,1.26,11.23,26.13,0.03,524.35,24.96,1.00,520.59,1.30,5.93,0.97,0.03,10.00,...,919.78,0.45,3.67,0.62,1.00,5.54,21.00,114.52,0.17,"11,000.00",...,...,12.01,...,0.67,0.01,520.59,2.70,520.59
1994M11,38.81,91.19,41.72,0.00,2.70,2.70,1.00,403.96,1.79,1.33,10.85,...,1.00,0.38,40.25,2.00,0.00,31.71,31.71,2.00,529.49,1.00,31.39,4.68,...,2.70,0.84,1.47,0.07,529.49,244.73,80.07,"2,644.00",529.49,1.36,0.83,529.49,529.49,413.45,7.73,7.96,8.52,830.03,397.11,0.03,529.49,162.74,529.49,5.61,...,...,...,0.47,27.78,...,6.02,177.72,2.70,12.87,...,"2,301.18",3.39,8.77,529.49,5.96,12.41,3.52,5.95,...,6.02,1.42,4.72,5.29,96.27,96.27,529.49,9.47,...,1.54,0.10,0.63,237.11,6.02,2.70,5.29,5.64,0.63,5.29,978.62,529.49,142.50,14.15,...,109.03,67.56,31.39,"2,189.27","1,751.79","2,002.39",0.64,0.63,3.02,"1,584.94",33.20,97.96,0.63,0.70,50.96,43.50,1.33,796.33,...,0.29,10.61,719.00,0.54,"1,658.50",3.52,46.44,0.43,4.00,31.71,743.60,15.39,2.56,11.77,529.49,0.36,5.29,12.34,17.70,3.44,1.00,4.24,413.22,...,2.70,8.87,6.55,5.83,3.52,1.33,49.64,1.73,1.79,1.61,7.01,529.49,22.00,40.20,6.73,0.38,30.67,...,1.00,1.16,"1,924.42",2.19,24.26,2.36,157.30,3.64,5.29,0.18,...,136.89,5.29,2.49,"1,584.94",0.88,3.75,529.49,...,4.91,600.74,1.47,...,31.06,124.52,3.33,...,3.52,...,128.50,49.33,2.70,2.70,2.70,0.40,0.37,7.35,1.30,11.23,26.19,0.04,526.01,24.98,1.00,529.49,1.28,5.93,0.98,0.04,75.00,...,920.14,0.94,3.67,0.63,1.00,5.52,22.90,113.41,0.17,"11,024.00",...,...,12.01,...,0.67,0.01,529.49,2.70,529.49
1994M12,38.81,94.90,42.80,0.00,2.70,2.70,1.00,415.09,1.79,1.29,11.07,0.76,1.00,0.38,40.25,2.00,0.00,32.32,32.32,2.00,541.45,1.00,31.39,4.70,...,2.73,0.85,1.47,0.07,541.45,248.51,81.75,"2,585.00",541.45,1.39,0.83,541.45,541.45,402.23,7.74,7.97,8.49,829.34,406.08,0.03,541.45,164.39,541.45,5.73,...,...,...,0.48,28.22,...,6.16,177.72,2.70,12.87,...,"2,298.12",3.39,8.75,541.45,5.96,12.57,3.56,5.95,...,6.16,1.41,4.85,5.41,98.44,98.44,541.45,9.55,...,1.57,0.10,0.64,242.84,6.16,2.70,5.41,5.64,0.64,5.41,980.92,541.45,142.50,13.90,...,111.60,68.77,31.39,"2,197.14","1,748.95","2,002.39",0.65,0.64,3.03,"1,633.82",33.20,100.12,0.64,0.70,53.47,45.18,1.29,791.86,...,0.30,10.66,719.00,0.55,"1,649.26",3.56,46.44,0.44,4.00,32.32,770.79,15.58,2.56,11.77,541.45,0.37,5.41,12.69,18.04,3.93,1.00,4.27,415.79,...,2.70,9.04,6.62,5.92,3.56,1.29,49.72,1.76,1.79,1.57,7.08,541.45,22.00,41.17,6.86,0.38,30.76,...,1.00,1.17,"1,918.48",2.13,24.15,2.43,161.24,3.64,5.41,0.18,...,138.70,5.41,2.46,"1,633.82",1.09,3.75,541.45,...,4.98,610.67,1.47,...,31.47,128.08,3.33,...,3.56,...,132.30,49.74,2.70,2.70,2.70,0.42,0.43,7.52,1.33,11.23,26.37,0.04,523.40,25.10,1.00,541.45,1.26,5.93,1.00,0.04,75.00,...,929.75,1.08,3.67,0.64,1.00,5.57,25.00,112.42,0.17,"11,046.00",...,...,12.01,...,0.68,0.01,541.45,2.70,541.45
1995,36.57,92.70,47.66,0.00,2.70,2.70,1.00,405.91,1.79,1.35,10.08,0.88,1.00,0.38,40.28,2.00,0.00,29.48,29.48,2.00,499.15,1.00,32.43,4.80,...,2.77,0.92,1.42,0.07,499.15,249.76,76.85,"2,450.83",499.15,1.37,0.83,499.15,499.15,396.77,7.74,7.97,8.35,912.83,374.36,0.07,499.15,179.73,499.15,5.23,...,...,...,0.45,26.54,...,5.60,177.72,2.70,12.87,...,"2,564.49",3.39,8.75,499.15,6.16,11.46,3.63,6.16,...,5.60,1.41,4.37,4.99,90.75,90.75,499.15,9.54,...,1.43,0.12,0.63,231.66,5.60,2.70,4.99,5.81,0.63,4.99,991.41,499.15,141.99,15.11,...,125.68,64.69,32.43,"2,248.61","1,748.35","2,002.39",0.62,0.63,3.01,"1,628.93",35.14,94.06,0.63,0.70,60.95,51.43,1.35,771.27,...,0.30,10.82,804.69,0.53,"1,621.41",3.63,49.84,0.42,4.00,29.48,853.13,15.28,2.50,11.77,499.15,0.35,4.99,12.98,17.39,6.42,1.00,4.50,448.61,...,2.70,8.54,9.02,5.67,3.63,1.35,51.89,1.61,1.79,1.52,7.55,499.15,21.90,37.88,6.34,0.38,31.64,...,1.00,1.28,"1,963.02",2.25,25.71,2.42,151.11,3.64,4.99,0.20,...,262.18,4.99,2.47,"1,628.93",1.42,3.75,499.15,...,4.76,755.22,1.42,...,29.71,118.52,3.41,...,3.63,...,124.69,51.25,2.70,2.70,2.70,0.58,0.44,7.13,1.18,11.23,26.49,0.12,574.76,24.92,1.00,499.15,1.27,5.95,0.95,0.05,110.92,...,968.92,1.47,3.67,0.63,1.00,6.35,29.78,112.11,0.18,"11,038.25",...,...,40.84,...,0.86,0.01,499.15,2.70,499.15
1995Q1,34.63,93.45,43.18,0.00,2.70,2.70,1.00,405.00,1.79,1.34,10.41,0.86,1.00,0.38,40.20,2.00,0.00,30.49,30.49,2.00,516.88,1.00,31.47,4.73,...,2.71,0.86,1.44,0.07,516.88,241.04,78.44,"2,566.33",516.88,1.41,0.83,516.88,516.88,409.46,7.74,7.97,8.43,854.43,387.66,0.04,516.88,168.50,516.88,5.38,...,...,...,0.46,27.13,...,5.86,177.72,2.70,12.87,...,"2,380.90",3.39,8.76,516.88,5.96,11.84,3.57,5.95,...,5.86,1.41,4.59,5.17,93.98,93.98,516.88,9.48,...,1.48,0.11,0.63,234.29,5.86,2.70,5.17,5.72,0.63,5.17,983.24,516.88,142.87,14.14,...,113.13,66.15,31.47,"2,209.48","1,747.11","2,002.39",0.64,0.63,3.00,"1,639.55",33.10,96.26,0.63,0.69,58.20,44.36,1.34,786.70,...,0.30,10.80,719.00,0.54,"1,640.60",3.57,52.08,0.42,4.00,30.49,822.33,15.28,2.55,11.77,516.88,0.36,5.17,12.55,17.49,5.97,1.00,4.37,424.14,...,2.70,8.73,7.09,5.76,3.57,1.34,50.12,1.66,1.79,1.56,7.21,516.88,21.92,39.31,6.52,0.38,30.87,...,1.00,1.18,"1,950.17",2.22,25.17,2.42,155.51,3.64,5.17,0.18,...,166.47,5.17,2.47,"1,639.55",1.34,3.75,516.88,...,4.85,629.37,1.44,...,30.33,121.29,3.35,...,3.57,...,130.55,50.09,2.70,2.70,2.70,0.45,0.42,7.37,1.24,11.23,26.24,0.05,538.30,24.95,1.00,516.88,1.27,5.95,0.97,0.04,75.00,...,925.87,1.21,3.67,0.63,1.00,5.83,25.03,111.54,0.17,"11,051.00",...,...,13.24,...,0.75,0.01,516.88,2.70,516.88
1995M01,34.63,94.90,42.71,0.00,2.70,2.70,1.00,405.85,1.79,1.31,10.77,0.85,1.00,0.38,40.25,2.00,0.00,31.55,31.55,2.00,529.43,1.00,31.37,4.72,...,2.71,0.85,1.45,0.07,529.43,245.21,80.36,"2,594.00",529.43,1.41,0.83,529.43,529.43,405.78,7.75,7.98,8.44,846.67,397.07,0.03,529.43,166.20,529.43,5.57,...,...,...,0.47,27.76,...,6.03,177.72,2.70,12.87,...,"2,345.66",3.39,8.76,529.43,5.98,12.26,3.54,5.97,...,6.03,1.41,4.74,5.29,96.26,96.26,529.43,9.56,...,1.53,0.11,0.64,238.20,6.03,2.70,5.29,5.74,0.64,5.29,981.31,529.43,142.83,14.05,...,111.45,67.85,31.37,"2,203.68","1,749.46","2,002.39",0.64,0.64,3.01,"1,609.49",33.10,99.75,0.64,0.70,55.43,44.48,1.31,790.48,...,0.30,10.74,719.00,0.55,"1,644.61",3.54,52.28,0.43,4.00,31.55,798.70,15.26,2.56,11.77,529.43,0.37,5.29,12.59,17.76,5.51,1.00,4.33,415.34,...,2.70,8.89,6.80,5.86,3.54,1.31,49.88,1.72,1.79,1.56,7.15,529.43,22.00,40.46,6.70,0.38,30.84,...,1.00,1.17,"1,936.05",2.19,24.62,2.43,158.02,3.64,5.29,0.18,...,137.39,5.29,2.46,"1,609.49",1.44,3.75,529.43,...,4.94,617.67,1.45,...,30.97,125.39,3.34,...,3.54,...,132.61,50.12,2.70,2.70,2.70,0.43,0.42,7.47,1.29,11.23,26.31,0.04,531.13,25.07,1.00,529.43,1.27,5.93,0.98,0.04,75.00,...,925.04,1.08,3.67,0.64,1.00,5.77,25.00,112.64,0.17,"11,047.00",...,...,12.01,...,0.69,0.01,529.43,2.70,529.43
1995M02,34.63,93.68,43.50,0.00,2.70,2.70,1.00,405.27,1.79,1.34,10.57,0.87,1.00,0.38,40.25,2.00,0.00,30.93,30.93,2.00,522.89,1.00,31.38,4.73,...,2.71,0.84,1.45,0.07,522.89,242.79,79.25,"2,596.00",522.89,1.40,0.83,522.89,522.89,412.14,7.73,7.96,8.44,850.57,392.16,0.04,522.89,168.37,522.89,5.46,...,...,...,0.47,27.40,...,5.93,177.72,2.70,12.87,...,"2,389.95",3.39,8.76,522.89,5.95,12.03,3.56,5.94,...,5.93,1.43,4.64,5.23,95.07,95.07,522.89,9.52,...,1.50,0.11,0.64,235.91,5.93,2.70,5.23,5.72,0.64,5.23,982.72,522.89,142.43,14.08,...,111.77,66.48,31.38,"2,209.75","1,747.50","2,002.39",0.64,0.64,3.01,"1,618.84",33.08,98.24,0.64,0.70,58.67,44.47,1.34,790.92,...,0.30,10.80,719.00,0.54,"1,640.76",3.56,51.71,0.43,4.00,30.93,841.30,15.29,2.55,11.77,522.89,0.36,5.23,12.61,17.59,5.69,1.00,4.38,425.97,...,2.70,8.81,7.01,5.82,3.56,1.34,50.15,1.68,1.79,1.58,7.21,522.89,21.89,39.54,6.59,0.38,30.89,...,1.00,1.18,"1,952.35",2.21,25.03,2.44,155.55,3.64,5.23,0.18,...,136.23,5.23,2.47,"1,618.84",1.31,3.75,522.89,...,4.90,635.73,1.45,...,30.62,123.12,3.36,...,3.56,...,130.50,50.21,2.70,2.70,2.70,0.43,0.42,7.38,1.27,11.23,26.33,0.05,539.37,25.02,1.00,522.89,1.28,5.95,0.98,0.04,75.00,...,925.53,1.21,3.67,0.64,1.00,5.78,25.00,113.83,0.17,"11,053.00",...,...,12.01,...,0.77,0.01,522.89,2.70,522.89
1995M03,34.63,91.77,43.32,0.00,2.70,2.70,1.00,403.88,1.79,1.36,9.89,0.88,1.00,0.38,40.11,2.00,0.00,29.01,29.01,2.00,498.33,1.00,31.65,4.74,...,2.72,0.89,1.42,0.07,498.33,235.12,75.71,"2,509.00",498.33,1.41,0.83,498.33,498.33,410.46,7.73,7.96,8.43,866.06,373.75,0.04,498.33,170.93,498.33,5.11,...,...,...,0.45,26.22,...,5.63,177.72,2.70,12.87,...,"2,407.09",3.39,8.75,498.33,5.95,11.25,3.60,5.94,...,5.63,1.41,4.38,4.98,90.61,90.61,498.33,9.38,...,1.41,0.11,0.62,228.75,5.63,2.70,4.98,5.69,0.62,4.98,985.70,498.33,143.35,14.29,...,116.16,64.11,31.65,"2,215.00","1,744.37","2,002.39",0.63,0.62,2.98,"1,690.32",33.13,90.79,0.62,0.69,60.49,44.14,1.36,778.69,...,0.30,10.85,719.00,0.52,"1,636.42",3.60,52.26,0.41,4.00,29.01,826.98,15.27,2.55,11.77,498.33,0.35,4.98,12.44,17.14,6.70,1.00,4.42,431.10,...,2.70,8.50,7.45,5.60,3.60,1.36,50.33,1.58,1.79,1.55,7.28,498.33,21.89,37.94,6.27,0.38,30.88,...,1.00,1.19,"1,962.10",2.25,25.86,2.39,152.94,3.64,4.98,0.18,...,225.77,4.98,2.46,"1,690.32",1.26,3.75,498.33,...,4.72,634.72,1.42,...,29.40,115.36,3.36,...,3.60,...,128.54,49.96,2.70,2.70,2.70,0.48,0.42,7.27,1.17,11.23,26.09,0.05,544.39,24.76,1.00,498.33,1.28,5.97,0.95,0.04,75.00,...,927.04,1.33,3.67,0.62,1.00,5.94,25.10,108.15,0.17,"11,053.00",...,...,15.69,...,0.80,0.01,498.33,2.70,498.33
1995Q2,34.63,92.44,45.92,0.00,2.70,2.70,1.00,408.86,1.79,1.37,9.82,0.88,1.00,0.38,40.10,2.00,0.00,28.71,28.71,2.00,491.77,1.00,31.41,4.77,...,2.76,0.91,1.40,0.07,491.77,239.74,75.25,"2,283.00",491.77,1.37,0.83,491.77,491.77,381.70,7.73,7.97,8.35,874.80,368.82,0.05,491.77,175.88,491.77,5.04,...,...,...,0.44,26.08,...,5.47,177.72,2.70,12.87,...,"2,472.97",3.39,8.75,491.77,6.10,11.17,3.64,6.10,...,5.47,1.38,4.29,4.92,89.41,89.41,491.77,9.47,...,1.40,0.11,0.63,226.46,5.47,2.70,4.92,5.74,0.63,4.92,989.54,491.77,143.58,14.56,...,123.19,63.31,31.41,"2,231.86","1,749.43","2,002.39",0.61,0.63,2.98,"1,668.15",33.51,84.43,0.63,0.69,62.92,49.83,1.37,763.33,...,0.30,10.88,743.53,0.51,"1,627.49",3.64,53.08,0.40,4.00,28.71,841.16,15.30,2.46,11.77,491.77,0.35,4.92,12.72,17.12,6.16,1.00,4.53,443.28,...,2.70,8.44,8.16,5.49,3.64,1.37,50.40,1.56,1.79,1.50,7.41,491.77,21.89,36.84,6.24,0.38,30.92,...,1.00,1.27,"1,966.65",2.25,25.84,2.38,150.18,3.64,4.92,0.19,...,263.34,4.92,2.43,"1,668.15",1.23,3.75,491.77,...,4.62,654.78,1.40,...,29.32,113.82,3.37,...,3.64,...,123.07,49.99,2.70,2.70,2.70,0.52,0.48,7.30,1.15,11.23,25.58,0.05,567.87,24.63,1.00,491.77,1.27,5.95,0.93,0.04,75.00,...,944.61,1.35,3.67,0.63,1.00,6.14,27.27,110.52,0.17,"11,049.67",...,...,50.04,...,0.84,0.01,491.77,2.70,491.77
1995M04,34.63,92.89,44.26,0.00,2.70,2.70,1.00,408.04,1.79,1.36,9.71,0.88,1.00,0.38,40.10,2.00,0.00,28.35,28.35,2.00,484.60,1.00,31.41,4.77,...,2.72,0.91,1.40,0.07,484.60,233.43,74.75,"2,243.00",484.60,1.38,0.83,484.60,484.60,394.33,7.73,7.97,8.42,872.68,363.44,0.04,484.60,173.40,484.60,5.01,...,...,...,0.44,25.87,...,5.43,177.72,2.70,12.87,...,"2,432.16",3.39,8.75,484.60,5.95,11.03,3.60,5.94,...,5.43,1.38,4.27,4.85,88.11,88.11,484.60,9.41,...,1.38,0.11,0.62,224.92,5.43,2.70,4.85,5.73,0.62,4.85,988.61,484.60,143.28,14.32,...,120.28,62.94,31.41,"2,222.32","1,750.63","2,002.39",0.61,0.62,2.96,"1,713.22",33.32,83.67,0.62,0.69,62.11,43.99,1.36,767.50,...,0.29,10.90,719.00,0.51,"1,632.78",3.60,52.79,0.40,4.00,28.35,804.25,15.31,2.48,11.77,484.60,0.35,4.85,12.45,16.95,6.30,1.00,4.49,435.92,...,2.70,8.38,7.75,5.45,3.60,1.36,50.39,1.55,1.79,1.50,7.35,484.60,21.89,36.92,6.19,0.38,30.87,...,1.00,1.23,"1,968.05",2.26,26.01,2.40,154.54,3.64,4.85,0.19,...,250.71,4.85,2.43,"1,713.22",1.22,3.75,484.60,...,4.59,637.59,1.40,...,29.04,112.74,3.34,...,3.60,...,124.37,49.74,2.70,2.70,2.70,0.52,0.43,7.34,1.14,11.23,25.42,0.06,545.89,24.56,1.00,484.60,1.27,5.97,0.92,0.04,75.00,...,928.83,1.31,3.67,0.62,1.00,6.01,26.10,105.86,0.17,"11,049.00",...,...,50.04,...,0.80,0.01,484.60,2.70,484.60
1995M05,34.63,92.43,45.54,0.00,2.70,2.70,1.00,408.89,1.79,1.37,9.90,0.88,1.00,0.38,40.10,2.00,0.00,28.98,28.98,2.00,499.08,1.00,31.42,4.76,...,2.77,0.90,1.39,0.07,499.08,243.16,75.68,"2,296.00",499.08,1.36,0.83,499.08,499.08,377.17,7.74,7.97,8.32,876.95,374.30,0.05,499.08,175.82,499.08,5.07,...,...,...,0.45,26.24,...,5.50,177.72,2.70,12.87,...,"2,457.17",3.40,8.76,499.08,6.11,11.27,3.66,6.10,...,5.50,1.39,4.32,4.99,90.74,90.74,499.08,9.47,...,1.41,0.11,0.63,228.27,5.50,2.70,4.99,5.74,0.63,4.99,988.13,499.08,143.72,14.41,...,123.83,63.76,31.42,"2,231.89","1,748.06","2,002.39",0.62,0.63,3.00,"1,652.27",33.53,85.10,0.63,0.69,63.11,51.89,1.37,761.44,...,0.30,10.94,736.58,0.51,"1,627.27",3.66,53.52,0.41,4.00,28.98,850.06,15.30,2.47,11.77,499.08,0.35,4.99,12.82,17.22,5.96,1.00,4.54,444.89,...,2.70,8.50,8.06,5.52,3.66,1.37,50.39,1.58,1.79,1.50,7.42,499.08,21.89,36.74,6.29,0.38,30.91,...,1.00,1.27,"1,965.95",2.25,25.85,2.39,148.39,3.64,4.99,0.19,...,258.42,4.99,2.43,"1,652.27",1.22,3.75,499.08,...,4.65,645.65,1.39,...,29.50,114.73,3.38,...,3.66,...,123.21,49.96,2.70,2.70,2.70,0.52,0.50,7.29,1.17,11.23,25.54,0.05,562.29,24.66,1.00,499.08,1.27,5.95,0.94,0.04,75.00,...,940.18,1.30,3.67,0.63,1.00,6.15,26.70,112.64,0.17,"11,050.00",...,...,50.04,...,0.83,0.01,499.08,2.70,499.08
