Country,"Afghanistan, Islamic Republic of",Albania,Algeria,Angola,Anguilla,Antigua and Barbuda,Argentina,"Armenia, Republic of",Aruba,Australia,Austria,"Azerbaijan, Republic of","Bahamas, The","Bahrain, Kingdom of",Bangladesh,Barbados,Belarus,Belgium,Belgium-Luxembourg,Belize,Benin,Bermuda,Bhutan,Bolivia,Bosnia and Herzegovina,Botswana,Brazil,Brunei Darussalam,Bulgaria,Burkina Faso,Burundi,Cabo Verde,Cambodia,Cameroon,Canada,Cayman Islands,Central African Republic,Chad,Chile,"China, P.R.: Hong Kong","China, P.R.: Macao","China, P.R.: Mainland",Colombia,Comoros,"Congo, Democratic Republic of","Congo, Republic of",Costa Rica,C?te d'Ivoire,Croatia,Cuba,Cura?ao,Cura?ao and Sint Maarten,Cyprus,Czech Republic,Czechoslovakia,Denmark,Djibouti,Dominica,Dominican Republic,Eastern Germany,Ecuador,Egypt,El Salvador,Equatorial Guinea,Eritrea,Estonia,"Eswatini, Kingdom of",Ethiopia,Euro Area,Faroe Islands,Fiji,Finland,France,French Territories: French Polynesia,French Territories: New Caledonia,Gabon,"Gambia, The",Georgia,Germany,Ghana,Gibraltar,Greece,Greenland,Grenada,Guadeloupe,Guatemala,Guernsey,"Guiana, French",Guinea,Guinea-Bissau,Guyana,Haiti,Honduras,Hungary,Iceland,India,Indonesia,"Iran, Islamic Republic of",Iraq,Ireland,Isle of Man,Israel,Italy,Jamaica,Japan,Jersey,Jordan,Kazakhstan,Kenya,Kiribati,"Korea, Republic of","Kosovo, Republic of",Kuwait,Kyrgyz Republic,Lao People's Democratic Republic,Latvia,Lebanon,Lesotho,Liberia,Libya,Lithuania,Luxembourg,Madagascar,Malawi,Malaysia,Maldives,Mali,Malta,Martinique,Mauritania,Mauritius,Mexico,"Micronesia, Federated States of",Moldova,Mongolia,Montenegro,Montserrat,Morocco,Mozambique,Myanmar,Namibia,Nauru,Nepal,Netherlands,Netherlands Antilles,New Zealand,Nicaragua,Niger,Nigeria,"North Macedonia, Republic of",Norway,Oman,Pakistan,Palau,Panama,Papua New Guinea,Paraguay,Peru,Philippines,Poland,Portugal,Qatar,Reunion,Romania,Russian Federation,Rwanda,Saint Pierre and Miquelon,Samoa,San Marino,S?o Tom?? and Pr??ncipe,Saudi Arabia,Senegal,"Serbia, Republic of",Seychelles,Sierra Leone,Singapore,Sint Maarten,Slovak Republic,Slovenia,Solomon Islands,Somalia,South Africa,South Sudan,Spain,Sri Lanka,St. Kitts and Nevis,St. Lucia,St. Vincent and the Grenadines,Sudan,Suriname,Sweden,Switzerland,Syrian Arab Republic,Taiwan Province of China,Tajikistan,Tanzania,Thailand,"Timor-Leste, Dem. Rep. of",Togo,Tonga,Trinidad and Tobago,Tunisia,Turkey,Turkmenistan,U.S.S.R.,Uganda,Ukraine,United Arab Emirates,United Kingdom,United States,Uruguay,Uzbekistan,Vanuatu,"Venezuela, Republica Bolivariana de",Vietnam,Yemen Arab Rep.,"Yemen, P.D. Rep.","Yemen, Republic of","Yugoslavia, SFR",Zambia,Zimbabwe,Central African Economic and Monetary Community,Eastern Caribbean Currency Union (ECCU),West African Economic and Monetary Union (WAEMU)
1983M07,39.28,...,4.82,0,2.7,2.7,0,...,...,1.14,18.2,...,1,0.38,24.5,2,...,51.83,51.83,2,388.98,1,10.08,0,...,1.09,0,2.13,...,388.98,90,73.58,...,388.98,1.23,0.83,388.98,388.98,78.25,7.18,7.38,1.99,79.22,388.98,0,388.98,41.25,388.98,...,...,...,...,0.53,...,14.15,9.3,177.72,2.7,1,...,45.73,0.7,2.5,388.98,2.07,...,1.1,2.07,...,9.3,1.04,5.59,7.78,141.45,141.45,388.98,2.62,...,2.59,0,0.65,84.65,9.3,2.7,7.78,1,0.65,7.78,23.22,388.98,3,5,2,43.55,27.68,10.08,977.55,86.88,"2,002.39",0.82,0.65,0.05,"1,531.77",1.78,240.5,0.65,0.37,...,13.48,1.14,779.4,...,0.29,...,35,...,4.37,1.1,46.44,0.3,...,51.83,85.6,1.14,2.33,7.05,388.98,0.43,7.78,5.52,11.72,0.12,1,...,...,...,2.7,6.95,0.04,8,1.1,1.14,14.5,2.9,1.8,1.53,0,388.98,0.74,...,7.32,0.35,13.24,...,1,0.86,126,0,11,0.01,118.84,3.64,7.78,0,...,96.63,7.78,1.62,"1,531.77",0.04,3.44,388.98,...,6.8,2.51,2.13,...,...,...,1.16,15.26,1.1,...,147.75,24.14,2.7,2.7,2.7,0,0,7.69,2.12,3.92,40.04,...,12.29,23,1,388.98,1.14,2.4,0.69,0,...,...,1.55,...,3.67,0.65,1,0.03,...,99.86,0,1.02,4.56,0.35,...,0.01,0,0,388.98,2.7,388.98
1983M08,39.28,...,4.87,0,2.7,2.7,0,...,...,1.14,18.78,...,1,0.38,24.51,2,...,53.57,53.57,2,402.02,1,10.17,0,...,1.11,0,2.14,...,402.02,90,75.56,...,402.02,1.23,0.83,402.02,402.02,79.55,7.44,7.65,1.98,80.88,402.02,0,402.02,41.25,402.02,...,...,...,...,0.54,...,14.4,9.63,177.72,2.7,1,...,47.18,0.7,2.5,402.02,2.07,...,1.12,2.07,...,9.63,1.05,5.71,8.04,146.19,146.19,402.02,2.66,...,2.67,0,0.67,89.16,9.63,2.7,8.04,1,0.67,8.04,23.51,402.02,3,5,2,44.59,28,10.17,982.5,87.96,"2,002.39",0.85,0.67,0.06,"1,587.83",1.78,244.33,0.67,0.37,...,13.7,1.14,786.5,...,0.29,...,35,...,4.7,1.12,46.44,0.3,...,53.57,87.83,1.15,2.35,7.05,402.02,0.44,8.04,5.59,11.99,0.13,1,...,...,...,2.7,7.36,0.04,8.1,1.12,1.14,14.5,2.99,1.8,1.53,0,402.02,0.75,...,7.46,0.35,13.37,...,1,0.86,126,0,11,0.01,122.8,3.64,8.04,0,...,97.82,8.04,1.63,"1,587.83",0.04,3.47,402.02,...,6.88,2.51,2.14,...,...,...,1.19,15.79,1.12,...,151.12,24.26,2.7,2.7,2.7,0,0,7.86,2.16,3.92,40.19,...,12.38,23,1,402.02,1.14,2.4,0.71,0,...,...,1.66,...,3.67,0.67,1,0.04,...,101.11,0,1.03,4.56,0.35,...,0.01,0,0,402.02,2.7,402.02
1983M09,39.28,...,4.87,0,2.7,2.7,0,...,...,1.13,18.76,...,1,0.38,24.61,2,...,53.83,53.83,2,403.02,1,10.19,0,...,1.11,0,2.14,...,403.02,90,76.17,...,403.02,1.23,0.83,403.02,403.02,81.24,8.01,8.14,1.98,82.52,403.02,0,403.02,41.32,403.02,...,...,...,...,0.55,...,14.51,9.59,177.72,2.7,1,...,48.83,0.7,2.5,403.02,2.07,...,1.11,2.07,...,9.59,1.04,5.71,8.06,146.55,146.55,403.02,2.67,...,2.67,0,0.67,92.77,9.59,2.7,8.06,1,0.67,8.06,23.49,403.02,3,5,2,44.68,27.99,10.19,983.84,87.94,"2,002.39",0.85,0.67,0.06,"1,601.36",1.78,242.77,0.67,0.37,...,13.72,1.13,789.84,...,0.29,...,35,...,4.89,1.11,46.44,0.3,...,53.83,88.2,1.22,2.35,7.05,403.02,0.44,8.06,5.6,12.05,0.13,1,...,...,...,2.7,7.88,0.04,8.1,1.11,1.13,14.87,2.99,1.8,1.53,0,403.02,0.75,...,7.43,0.35,13.4,...,1,0.86,126,0,11,0.01,124.21,3.64,8.06,0,...,97.74,8.06,1.62,"1,601.36",0.04,3.47,403.02,...,6.89,2.51,2.14,...,...,...,1.19,15.76,1.11,...,151.94,24.39,2.7,2.7,2.7,0,0,7.87,2.16,3.92,40.17,...,12.38,23,1,403.02,1.13,2.4,0.71,0,...,...,1.76,...,3.67,0.67,1,0.04,...,101.08,0,1.02,4.56,0.35,...,0.01,0,0,403.02,2.7,403.02
1983M10,39.28,...,4.84,0,2.7,2.7,0,...,...,1.09,18.29,...,1,0.38,24.92,2,...,53.03,53.03,2,397.45,1,10.22,0,...,1.1,0,2.13,...,397.45,90,75.79,...,397.45,1.23,0.83,397.45,397.45,83.34,8.1,8.36,1.96,84.26,397.45,0,397.45,41.5,397.45,...,...,...,...,0.54,...,14.47,9.41,177.72,2.7,1,...,50.31,0.7,2.5,397.45,2.07,...,1.12,2.07,...,9.41,1.03,5.65,7.95,144.53,144.53,397.45,2.67,...,2.6,0,0.67,92.82,9.41,2.7,7.95,1,0.67,7.95,23.24,397.45,3,5,2,44.37,27.79,10.22,982.28,86.93,"2,002.39",0.84,0.67,0.08,"1,581.86",1.78,233.01,0.67,0.37,...,13.54,1.09,790.39,...,0.29,...,35,...,5.11,1.12,46.44,0.3,...,53.03,95.47,1.28,2.35,7.05,397.45,0.44,7.95,5.57,12.16,0.13,1,...,...,...,2.7,7.82,0.04,8.01,1.12,1.09,14.9,2.92,1.8,1.51,0,397.45,0.75,...,7.32,0.35,13.3,...,1,0.85,126,0,13.7,0.01,123.93,3.64,7.95,0,...,96.69,7.95,1.6,"1,581.86",0.04,3.47,397.45,...,6.81,2.51,2.13,...,...,...,1.18,16.27,1.12,...,151.14,24.41,2.7,2.7,2.7,0,0,7.78,2.11,3.92,40.15,...,12.34,23,1,397.45,1.09,2.4,0.7,0,...,...,1.86,...,3.67,0.67,1,0.04,...,100,0,1.02,4.56,0.35,...,0.01,0,0,397.45,2.7,397.45
1983M11,39.28,...,4.89,0,2.7,2.7,0,...,...,1.09,18.9,...,1,0.38,25,2,...,54.56,54.56,2,408.62,1,10.35,0,...,1.14,0,2.13,...,408.62,97.71,77.55,...,408.62,1.24,0.83,408.62,408.62,85.29,7.81,8.04,1.99,86.11,408.62,0,408.62,42.77,408.62,...,...,...,...,0.55,...,14.51,9.67,177.72,2.7,1,...,51.82,0.7,2.5,408.62,2.07,...,1.19,2.07,...,9.67,1.04,5.75,8.17,148.59,148.59,408.62,2.71,...,2.68,0,0.68,96.2,9.67,2.7,8.17,1,0.68,8.17,23.47,408.62,3,5,2,44.64,28.11,10.35,988,87.75,"2,002.39",0.86,0.68,0.09,"1,625.85",2.09,235.31,0.68,0.37,...,13.7,1.09,795.73,...,0.29,...,35,...,5.24,1.19,46.44,0.3,...,54.56,97.16,1.29,2.35,7.05,408.62,0.44,8.17,5.62,12.48,0.14,1,...,...,...,2.7,7.96,0.04,8.09,1.19,1.09,14.9,3.01,1.8,1.52,0,408.62,0.75,...,7.46,0.35,13.23,...,1,0.85,126,0,14,0.01,127.77,3.64,8.17,0,...,97.65,8.17,1.61,"1,625.85",0.04,3.47,408.62,...,6.88,2.51,2.13,...,...,...,1.2,17.56,1.19,...,154.69,24.59,2.7,2.7,2.7,0,0,7.91,2.17,3.92,40.21,...,12.38,23,1,408.62,1.09,2.4,0.71,0,...,...,2.07,...,3.67,0.68,1,0.04,...,100.98,0,1.02,4.64,0.35,...,0.01,0,0,408.62,2.7,408.62
1983M12,39.28,...,4.92,0,2.7,2.7,0,...,...,1.11,19.38,...,1,0.38,25,2,...,55.9,55.9,2,419.09,1,10.48,0,...,1.16,0,2.13,...,419.09,117.67,79.34,...,419.09,1.25,0.83,419.09,419.09,87.07,7.81,8.03,1.99,87.83,419.09,0,419.09,43.4,419.09,...,...,...,...,0.56,...,14.63,9.95,177.72,2.7,1,...,53.35,0.7,2.5,419.09,2.07,...,1.22,2.07,...,9.95,1.05,5.86,8.38,152.4,152.4,419.09,2.79,...,2.75,0,0.7,98.82,9.95,2.7,8.38,1,0.7,8.38,23.67,419.09,3,5,2,45.06,28.57,10.48,993.28,88.56,"2,002.39",0.88,0.7,0.1,"1,666.74",3.28,234.41,0.7,0.37,...,13.83,1.11,798.21,...,0.29,...,35,...,5.42,1.22,46.44,0.3,...,55.9,98.64,1.3,2.34,7.05,419.09,0.45,8.38,5.68,12.75,0.14,1,...,...,...,2.7,8.09,0.04,8.16,1.22,1.11,15.05,3.08,1.8,1.53,0,419.09,0.75,...,7.72,0.35,13.42,...,1,0.87,126,0,14,0.01,131.82,3.64,8.38,0,...,98.5,8.38,1.63,"1,666.74",0.04,3.48,419.09,...,6.94,2.51,2.13,...,...,...,1.22,17.56,1.22,...,157.94,24.71,2.7,2.7,2.7,0,0,8.06,2.2,3.92,40.22,...,12.44,23,1,419.09,1.11,2.4,0.73,0,...,...,2.34,...,3.67,0.7,1,0.04,...,101.87,0,1.03,4.68,0.35,...,0.01,0,0,419.09,2.7,419.09
1984M01,39.28,...,4.96,0,2.7,2.7,0,...,...,1.1,19.78,...,1,0.38,25,2,...,57.26,57.26,2,429.61,1,10.72,0,...,1.18,0,2.13,...,429.61,118.4,81.35,...,429.61,1.25,0.83,429.61,429.61,87.82,7.8,8.03,2.04,89.79,429.6,0,429.61,43.4,429.61,...,...,...,...,0.57,...,16.38,10.16,177.72,2.7,1,...,54.94,0.7,2.5,429.61,2.07,...,1.25,2.07,...,10.16,1.05,5.94,8.59,156.22,156.22,429.61,2.84,...,2.81,0,0.71,102.49,10.16,2.7,8.59,1,0.71,8.59,23.83,429.61,3.51,5,2,45.29,29.39,10.72,994.31,89.07,"2,002.39",0.91,0.71,0.12,"1,706.57",3.28,233.94,0.71,0.38,...,13.92,1.1,798.31,...,0.29,...,35,...,5.68,1.25,46.44,0.3,...,57.26,99.84,1.34,2.34,7.05,429.61,0.45,8.59,5.76,13,0.15,1,...,...,...,2.7,8.21,0.04,8.21,1.25,1.1,15.1,3.15,1.8,1.54,0,429.61,0.75,...,7.87,0.35,13.61,...,1,0.87,126,0,14,0.01,135.1,3.64,8.59,0,...,99.16,8.59,1.63,"1,706.57",0.04,3.5,429.61,...,6.98,2.51,2.13,...,...,...,1.23,17.56,1.25,...,159.58,25.17,2.7,2.7,2.7,0,0,8.17,2.24,3.92,40.2,...,12.54,23,1,429.61,1.1,2.4,0.74,0,...,...,2.41,...,3.67,0.71,1,0.05,...,103.14,0,1.03,4.68,0.35,...,0.01,0,0,429.61,2.7,429.61
1984M02,39.28,...,4.91,0,2.7,2.7,0,...,...,1.07,19.07,...,1,0.38,25.05,2,...,55.38,55.38,2,416.16,1,10.76,0,...,1.16,0,2.13,...,416.16,117.44,80.31,...,416.16,1.25,0.83,416.16,416.16,88.12,7.79,8.02,2.06,91.57,416.15,0,416.16,43.4,416.16,...,...,...,...,0.56,...,16.5,9.87,177.72,2.7,1,...,56.4,0.7,2.5,416.16,2.07,...,1.23,2.07,...,9.87,1.04,5.8,8.32,151.33,151.33,416.16,2.78,...,2.7,0,0.7,101.78,9.87,2.7,8.32,1,0.7,8.32,23.58,416.16,3.75,5,2,46.13,29.25,10.76,993.16,88.26,"2,002.39",0.87,0.7,0.13,"1,668.62",3.28,233.68,0.7,0.37,...,13.79,1.07,796.35,...,0.29,...,35,...,6.06,1.23,46.44,0.3,...,55.38,98.02,1.34,2.34,7.05,416.16,0.45,8.32,5.77,12.79,0.15,1,...,...,...,2.7,8.07,0.04,8.13,1.23,1.07,15.65,3.05,1.8,1.52,0,416.16,0.75,...,7.7,0.35,13.53,...,1,0.86,126,0,14,0.01,133.44,3.64,8.32,0,...,98.12,8.32,1.61,"1,668.62",0.04,3.5,416.16,...,6.92,2.51,2.13,...,...,...,1.22,17.56,1.23,...,154.22,25.26,2.7,2.7,2.7,0,0,8.03,2.21,3.92,40.18,...,12.47,23,1,416.16,1.07,2.4,0.73,0,...,...,2.53,...,3.67,0.7,1,0.05,...,101.42,0,1.03,4.84,0.35,...,0.01,0,0,416.16,2.7,416.16
1984M03,39.28,...,4.85,0,2.7,2.7,0,...,...,1.05,18.29,...,1,0.38,25.2,2,...,53.13,53.13,2,400.09,1,10.75,0,...,1.14,0,2.09,...,400.09,115.32,78.25,...,400.09,1.27,0.83,400.09,400.09,88.2,7.79,8.03,2.06,93.46,400.09,0,400.09,43.4,400.09,...,...,...,...,0.55,...,16.05,9.51,177.72,2.7,1,...,58,0.7,2.5,400.09,2.07,...,1.22,2.07,...,9.51,1.03,5.62,8,145.49,145.49,400.09,2.75,...,2.6,0,0.69,102.39,9.51,2.7,8,1,0.69,8,23.2,400.09,3.75,5,2,45.63,28.89,10.75,996.23,86.72,"2,002.39",0.85,0.69,0.15,"1,612.09",3.39,225.4,0.69,0.37,...,13.13,1.05,792.52,...,0.29,...,35,...,5.54,1.22,46.44,0.3,...,53.13,102.33,1.31,2.3,7.05,400.09,0.44,8,5.89,12.55,0.15,1,...,...,...,2.7,8.07,0.04,8,1.22,1.05,15.75,2.93,1.8,1.5,0,400.09,0.75,...,7.5,0.35,13.34,...,1,0.85,160,0,14,0.01,131.17,3.64,8,0,...,96.53,8,1.59,"1,612.09",0.04,3.51,400.09,...,6.8,2.51,2.09,...,...,...,1.21,17.56,1.22,...,149.44,25.16,2.7,2.7,2.7,0,0,7.73,2.15,3.92,40.02,...,12.35,23,1,400.09,1.05,2.4,0.71,0,...,...,2.74,...,3.67,0.69,1,0.05,...,96.04,0.01,1.03,4.99,0.35,...,0.01,0,0,400.09,2.7,400.09
1984M04,39.28,...,4.88,0,2.7,2.7,0,...,...,1.08,18.57,...,1,0.38,25.2,2,...,53.97,53.97,2,405.68,1,10.83,0,...,1.16,0,2.09,...,405.68,115.94,80.89,...,405.68,1.28,0.83,405.68,405.68,88.55,7.81,8.05,2.09,95.42,405.68,0,405.68,43.4,405.68,...,...,...,...,0.55,...,16,9.7,177.72,2.7,1,...,59.41,0.7,2.5,405.68,2.07,...,1.25,2.07,...,9.7,1.04,5.65,8.11,147.52,147.52,405.68,3.51,...,2.64,0,0.7,104.67,9.7,2.7,8.11,1,0.7,8.11,23.35,405.68,3.75,5,2,45.71,29.14,10.83,"1,002.16",87.33,"2,002.39",0.86,0.7,0.17,"1,634.57",3.81,224.95,0.7,0.37,...,13.76,1.08,794.62,...,0.29,...,35,...,5.65,1.25,46.44,0.3,...,53.97,110.73,1.33,2.29,7.05,405.68,0.44,8.11,6,12.79,0.16,1,...,...,...,2.7,8.38,0.04,8.05,1.25,1.08,15.75,2.97,1.8,1.52,0,405.68,0.75,...,7.59,0.35,13.55,...,1,0.86,160,0,14,0.01,134.09,3.64,8.11,0,...,97.16,8.11,1.61,"1,634.57",0.04,3.51,405.68,...,6.84,2.51,2.09,...,...,...,1.23,17.56,1.25,...,150.16,25.12,2.7,2.7,2.7,0,0,7.83,2.19,3.92,39.74,...,12.44,23,1,405.68,1.08,2.4,0.72,0,...,...,2.92,...,3.67,0.7,1,0.05,...,95.03,0.01,1.03,4.99,0.35,...,0.01,0,0,405.68,2.7,405.68
1984M05,39.28,...,4.94,0,2.7,2.7,0,...,...,1.1,19.32,...,1,0.38,25.2,2,...,55.98,55.98,2,422.5,1,11.03,0,...,1.18,0,2.1,...,422.5,117.86,82.48,...,422.5,1.29,0.83,422.5,422.5,90.19,7.82,8.05,2.18,97.46,422.49,0,422.5,43.42,422.5,...,...,...,...,0.57,...,16.25,10.06,177.72,2.7,1,...,60.95,0.7,2.5,422.5,2.07,...,1.28,2.07,...,10.06,1.05,5.82,8.45,153.63,153.63,422.5,3.6,...,2.75,0,0.72,108.34,10.06,2.7,8.45,1,0.72,8.45,23.71,422.5,3.75,5,2,46.43,29.65,11.03,"1,007.24",88.64,"2,002.39",0.9,0.72,0.19,"1,697.18",3.92,230.66,0.72,0.38,...,14.14,1.1,799.56,...,0.29,...,35,...,5.81,1.28,46.44,0.3,...,55.98,113.87,1.36,2.3,7.05,422.5,0.45,8.45,6.36,13.26,0.16,1,...,...,...,2.7,8.72,0.04,8.17,1.28,1.1,16.01,3.09,1.8,1.54,0,422.5,0.75,...,7.81,0.35,13.85,...,1,0.87,160,0,14,0.01,139.49,3.64,8.45,0,...,98.66,8.45,1.7,"1,697.18",0.04,3.51,422.5,...,6.95,2.51,2.1,...,...,...,1.25,17.56,1.28,...,153.98,25.15,2.7,2.7,2.7,0,0,8.08,2.27,3.92,39.67,...,12.6,23,1,422.5,1.1,2.4,0.75,0,...,...,2.92,...,3.67,0.72,1,0.05,...,96.68,0.01,1.03,5.15,0.35,...,0.01,0,0,422.5,2.7,422.5
1984M06,39.28,...,4.93,0,2.7,2.7,0,...,...,1.13,19.22,...,1,0.38,25.2,2,...,55.89,55.89,2,420.99,1,11.05,0,...,1.19,0,2.11,...,420.99,117.96,82.81,...,420.99,1.3,0.83,420.99,420.99,91.13,7.81,8.01,2.21,99.4,420.99,0,420.99,43.77,420.99,...,...,...,...,0.57,...,16.38,10.06,177.72,2.7,1,...,62.47,0.7,2.5,420.99,2.07,...,1.31,2.07,...,10.06,1.06,5.82,8.42,153.09,153.09,420.99,3.63,...,2.74,0,0.73,108.83,10.06,2.7,8.42,1,0.73,8.42,23.74,420.99,3.75,5,2,46.7,29.67,11.05,"1,010.21",88.7,"2,002.39",0.9,0.73,0.22,"1,694.52",3.89,233.21,0.73,0.38,...,14.28,1.13,800.34,...,0.29,...,35,...,6.02,1.31,46.44,0.3,...,55.89,114.34,1.37,2.31,7.05,420.99,0.45,8.42,6.56,13.36,0.17,1,...,...,...,2.7,8.73,0.04,8.18,1.31,1.13,16.14,3.09,1.8,1.56,0,420.99,0.75,...,7.82,0.35,13.87,...,1,0.88,240,0,17.4,0.01,140.95,3.64,8.42,0,...,98.79,8.42,1.72,"1,694.52",0.04,3.51,420.99,...,6.96,2.51,2.11,...,...,...,1.26,17.56,1.31,...,154.71,25.17,2.7,2.7,2.7,0,0,8.1,2.28,3.93,39.78,...,15.12,23,1,420.99,1.13,2.4,0.75,0,...,...,3.08,...,3.67,0.73,1,0.05,...,96.77,0.01,1.03,5.41,0.35,...,0.01,0,0,420.99,2.7,420.99
1984M07,39.28,...,4.99,0,2.7,2.7,0,...,...,1.2,19.99,...,1,0.38,25.2,2,...,57.7,57.7,2,436.98,1,11.34,0,...,1.33,0,2.15,...,436.98,120.25,85.63,...,436.98,1.32,0.83,436.98,436.98,91.89,7.84,8.04,2.29,101.73,436.98,0,436.98,44,436.98,...,...,...,...,0.59,...,16.48,10.41,177.72,2.7,1,...,64,0.7,2.5,436.98,2.07,...,1.49,2.07,...,10.41,1.1,6.02,8.74,158.9,158.9,436.98,3.79,...,2.85,0,0.76,112.21,10.41,2.7,8.74,1,0.76,8.74,24.2,436.98,3.75,5,2,49.26,30.36,11.34,"1,020.64",90.43,"2,002.39",0.93,0.76,0.26,"1,749.40",3.9,242.84,0.76,0.38,...,14.62,1.2,808.82,...,0.3,...,35,...,5.95,1.49,46.44,0.3,...,57.7,121.35,1.43,2.34,7.05,436.98,0.46,8.74,6.67,13.82,0.17,1,...,...,...,2.7,8.96,0.04,8.34,1.49,1.2,16.48,3.21,1.8,1.81,0,436.98,0.77,...,8.21,0.35,14.05,...,1,0.91,240,0,18,0.01,147.34,3.64,8.74,0,...,100.69,8.74,1.88,"1,749.40",0.04,3.51,436.98,...,7.09,2.51,2.15,...,...,...,1.3,17.56,1.49,...,161.25,25.21,2.7,2.7,2.7,0,0,8.3,2.41,3.93,39.42,...,17.35,23,1,436.98,1.2,2.4,0.77,0,...,...,3.38,...,3.67,0.76,1,0.06,...,98.59,0.01,1.03,5.41,0.35,...,0.01,0,0,436.98,2.7,436.98
1984M08,39.28,...,5.01,0,2.7,2.7,0,...,...,1.18,20.29,...,1,0.38,25.26,2,...,58.33,58.33,2,443.1,1,11.57,0,...,1.36,0,2.15,...,443.1,120.75,86.27,...,443.1,1.3,0.83,443.1,443.1,92.69,7.84,8.04,2.36,103.73,443.1,0,443.1,44,443.1,...,...,...,...,0.6,...,16.75,10.53,177.72,2.7,1,...,65.57,0.7,2.5,443.1,2.07,...,1.57,2.07,...,10.53,1.11,6.07,8.86,161.13,161.13,443.1,3.81,...,2.89,0,0.76,115.13,10.53,2.7,8.86,1,0.76,8.86,24.29,443.1,3.75,5,2,49.58,31.12,11.57,"1,037.27",90.78,"2,002.39",0.94,0.76,0.31,"1,781.49",4.04,242.3,0.76,0.39,...,14.72,1.18,809.2,...,0.3,...,35,...,6.3,1.57,46.44,0.3,...,58.33,122.35,1.44,2.33,7.05,443.1,0.47,8.86,6.7,14.08,0.17,1,...,...,...,2.7,9.05,0.04,8.37,1.57,1.18,16.73,3.26,1.8,2,0,443.1,0.77,...,8.3,0.35,14.07,...,1,0.92,240,0,18,0.01,150.39,3.64,8.86,0,...,101.06,8.86,2.08,"1,781.49",0.04,3.52,443.1,...,7.12,2.51,2.15,...,...,...,1.3,17.56,1.57,...,164.46,25.27,2.7,2.7,2.7,0,0,8.36,2.42,3.93,39.04,...,17.39,23,1,443.1,1.18,2.4,0.79,0,...,...,3.74,...,3.67,0.76,1,0.06,...,98.98,0.01,1.03,5.59,0.35,...,0.02,0,0,443.1,2.7,443.1
1984M09,39.28,...,5.07,0,2.7,2.7,0,...,...,1.2,21.24,...,1,0.38,25.39,2,...,61,61,2,463.96,1,11.82,0.01,...,1.41,0,2.16,...,463.96,122.53,88.71,...,463.96,1.31,0.83,463.96,463.96,100.94,7.84,8.05,2.53,105.93,463.95,0,463.96,44.7,463.96,...,...,...,...,0.62,...,16.93,10.96,177.72,2.7,1,...,67.17,0.7,2.5,463.96,2.07,...,1.66,2.07,...,10.96,1.13,6.28,9.28,168.71,168.71,463.96,3.97,...,3.02,0,0.79,120.35,10.96,2.7,9.28,1,0.79,9.28,24.68,463.96,3.75,5,2,50.07,32.97,11.82,"1,057.17",92.23,"2,002.39",0.98,0.79,0.37,"1,867.59",4.14,245.23,0.79,0.4,...,14.87,1.2,813.53,...,0.3,...,35,...,6.99,1.66,46.44,0.3,...,61,125.41,1.49,2.35,7.05,463.96,0.48,9.28,6.71,14.61,0.18,1,...,...,...,2.7,9.33,0.04,8.51,1.66,1.2,17.14,3.41,1.8,2.04,0,463.96,0.77,...,8.59,0.35,14.25,...,1,0.93,240,0,18,0.01,157.18,3.64,9.28,0,...,102.7,9.28,2.12,"1,867.59",0.05,3.54,463.96,...,7.23,2.51,2.16,...,...,...,1.32,21.78,1.66,...,169.85,25.59,2.7,2.7,2.7,0,0,8.56,2.5,3.93,39.1,...,17.69,23,1,463.96,1.2,2.4,0.83,0,...,...,4,...,3.67,0.79,1,0.06,...,100.56,0.01,1.03,5.74,0.35,...,0.02,0,0,463.96,2.7,463.96
1984M10,39.28,...,5.1,0,2.7,2.7,0,...,...,1.2,21.57,...,1,0.38,25.58,2,...,62.06,62.06,2,470.87,1,12.08,0.01,...,1.47,0,2.17,...,470.87,123.55,90.46,...,470.87,1.32,0.83,470.87,470.87,116.39,7.83,8.03,2.56,108.13,470.86,0,470.87,45.4,470.87,...,...,...,...,0.63,...,17.2,11.09,177.72,2.7,1,...,67.17,0.7,2.5,470.87,2.07,...,1.76,2.07,...,11.09,1.13,6.38,9.42,171.22,171.22,470.87,4.1,...,3.07,0,0.82,125.93,11.09,2.7,9.42,1,0.82,9.42,24.86,470.87,4.17,5,2,50.68,33.53,12.08,"1,060.19",92.97,"2,002.39",0.99,0.82,0.46,"1,899.85",4.33,246.79,0.82,0.4,...,15.01,1.2,818.15,...,0.3,...,35,...,7.85,1.76,46.44,0.3,...,62.06,125.55,1.51,2.4,7.05,470.87,0.48,9.42,6.71,14.96,0.18,1,...,...,...,2.7,9.43,0.04,8.57,1.76,1.2,17.4,3.46,1.8,2.06,0,470.87,0.79,...,8.87,0.35,14.52,...,1,0.98,240,0,19.15,0.01,161.4,3.64,9.42,0,...,103.46,9.42,2.14,"1,899.85",0.05,3.56,470.87,...,7.29,2.51,2.17,...,...,...,1.33,26,1.76,...,172.02,25.89,2.7,2.7,2.7,0,0,8.68,2.52,3.93,39.17,...,17.85,23,1,470.87,1.2,2.4,0.84,0,...,...,4.46,...,3.67,0.82,1,0.06,...,101.43,0.01,1.03,5.74,0.35,...,0.02,0,0,470.86,2.7,470.86
